,Class,Cap-Shape,Cap-Surface,Cap-Color,Bruises,Odor,Gill-Attachment,Gill-Spacing,Gill-Size,Gill-Color,Stalk-Shape,Stalk-Root,Stalk-Surface-Above-Ring,Stalk-Surface-Below-Ring,Stalk-Color-Above-Ring,Stalk-Color-Below-Ring,Veil-Color,Ring-Number,Ring-Type,Spore-Print-Color,Population,Habitat
6344,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,woods
6345,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,woods
6346,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,leaves
6347,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
6348,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,leaves
6349,poisonous,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,leaves
6350,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,paths
6351,edible,knobbed,smooth,gray,no,none,free,crowded,broad,gray,enlarging,equal,silky,smooth,white,white,white,two,pendant,white,scattered,grasses
6352,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,leaves
6353,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,woods
6354,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,woods
6355,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,leaves
6356,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,paths
6357,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,paths
6358,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,paths
6359,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
6360,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,paths
6361,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,woods
6362,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,paths
6363,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,leaves
6364,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,leaves
6365,poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,woods
6366,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,paths
6367,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,leaves
6368,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,paths
6369,edible,bell,smooth,white,no,none,free,crowded,broad,pink,enlarging,equal,silky,silky,white,white,white,two,pendant,white,scattered,grasses
6370,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,paths
6371,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
6372,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,woods
6373,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,paths
6374,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,leaves
6375,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,woods
6376,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,woods
6377,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,woods
6378,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
6379,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,woods
6380,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,leaves
6381,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,paths
6382,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,woods
6383,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,leaves
6384,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,paths
6385,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,paths
6386,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,leaves
6387,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,paths
6388,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,paths
6389,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,equal,silky,silky,white,white,white,one,evanescent,white,several,paths
6390,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
6391,poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,paths
6392,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,leaves
6393,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,woods
6394,poisonous,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,woods
6395,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,paths
6396,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,paths
6397,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,leaves
6398,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,woods
6399,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,paths
6400,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,leaves
6401,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,paths
6402,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,leaves
6403,poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,woods
6404,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,woods
6405,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,woods
6406,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,paths
6407,poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,woods
6408,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,paths
6409,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
6410,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,paths
6411,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,paths
6412,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,leaves
6413,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,paths
6414,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,paths
6415,poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,leaves
6416,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,woods
6417,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves
6418,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
6419,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,paths
6420,poisonous,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,woods
6421,edible,convex,fibrous,gray,no,none,free,crowded,broad,white,enlarging,equal,smooth,silky,white,white,white,two,pendant,white,scattered,grasses
6422,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
6423,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,leaves
6424,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,leaves
6425,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,woods
6426,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,paths
6427,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves
6428,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,paths
6429,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,leaves
6430,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,woods
6431,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,leaves
6432,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,leaves
6433,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,woods
6434,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,leaves
6435,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,paths
6436,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves
6437,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,woods
6438,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,woods
6439,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,leaves
6440,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,paths
6441,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,paths
6442,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,leaves
6443,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,leaves
6444,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,paths
6445,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,equal,smooth,smooth,white,white,white,one,evanescent,white,several,paths
6446,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,paths
6447,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,equal,silky,smooth,pink,white,white,one,evanescent,white,several,paths
6448,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,equal,smooth,smooth,pink,white,white,one,evanescent,white,several,paths
6449,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,paths
6450,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods
6451,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods
6452,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,leaves
6453,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,woods
6454,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,leaves
6455,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,paths
6456,edible,knobbed,fibrous,white,no,none,free,crowded,broad,pink,enlarging,equal,silky,silky,white,white,white,two,pendant,white,numerous,grasses
6457,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,paths
6458,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,woods
6459,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,paths
6460,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,woods
6461,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,woods
6462,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,leaves
6463,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,woods
6464,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,paths
6465,edible,bell,smooth,brown,no,none,attached,close,broad,orange,enlarging,equal,smooth,smooth,orange,orange,orange,one,pendant,orange,several,leaves
6466,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,woods
6467,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,paths
6468,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,leaves
6469,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,leaves
6470,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,paths
6471,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,leaves
6472,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,leaves
6473,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,paths
6474,poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,paths
6475,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,leaves
6476,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,woods
6477,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,paths
6478,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,leaves
6479,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,paths
6480,poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,paths
6481,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,paths
6482,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,woods
6483,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,woods
6484,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,woods
6485,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,equal,smooth,smooth,white,white,white,one,evanescent,white,several,paths
6486,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
6487,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,leaves
6488,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves
6489,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,leaves
6490,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,paths
6491,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,leaves
6492,edible,knobbed,fibrous,gray,no,none,free,crowded,broad,gray,enlarging,equal,silky,silky,white,white,white,two,pendant,white,scattered,grasses
6493,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,leaves
6494,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,paths
6495,edible,bell,fibrous,white,no,none,free,crowded,broad,white,enlarging,equal,smooth,silky,white,white,white,two,pendant,white,scattered,grasses
6496,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,leaves
6497,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,leaves
6498,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,woods
6499,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,equal,silky,smooth,white,white,white,one,evanescent,white,several,paths
6500,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,woods
6501,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,equal,silky,silky,white,white,white,one,evanescent,white,several,paths
6502,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,leaves
6503,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
6504,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,woods
6505,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,woods
6506,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,paths
6507,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,paths
6508,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,paths
6509,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
6510,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,leaves
6511,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,paths
6512,edible,convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,equal,smooth,smooth,orange,orange,brown,one,pendant,yellow,clustered,leaves
6513,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,woods
6514,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
6515,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,leaves
6516,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,paths
6517,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,woods
6518,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,woods
6519,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,paths
6520,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,paths
6521,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,paths
6522,edible,convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,equal,smooth,smooth,orange,orange,brown,one,pendant,orange,several,leaves
6523,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,paths
6524,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,paths
6525,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
6526,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,paths
6527,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,woods
6528,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,woods
6529,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,leaves
6530,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,leaves
6531,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,woods
6532,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,leaves
6533,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
6534,poisonous,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves
6535,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,woods
6536,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,paths
