class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
edible,knobbed,smooth,brown,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
edible,knobbed,scaly,pink,bruises,none,free,close,broad,red,enlarging,bulbous,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
poisonous,sunken,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,woods
edible,sunken,scaly,brown,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
poisonous,sunken,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,leaves
edible,sunken,smooth,buff,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
poisonous,sunken,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,leaves
edible,flat,scaly,green,no,none,free,close,narrow,purple,enlarging,bulbous,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods
edible,sunken,scaly,white,no,none,free,close,narrow,purple,enlarging,bulbous,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
poisonous,sunken,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,woods
edible,knobbed,scaly,buff,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
poisonous,sunken,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,woods
poisonous,sunken,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,leaves
edible,flat,scaly,green,no,none,free,close,narrow,pink,enlarging,bulbous,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods
edible,sunken,scaly,purple,no,none,free,close,narrow,pink,enlarging,bulbous,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
edible,sunken,scaly,white,no,none,free,close,narrow,white,enlarging,bulbous,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
poisonous,sunken,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,leaves
edible,sunken,smooth,pink,bruises,none,free,close,broad,red,enlarging,bulbous,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
poisonous,flat,scaly,brown,no,none,free,close,narrow,white,enlarging,bulbous,silky,scaly,white,yellow,white,one,evanescent,white,several,woods
edible,flat,scaly,red,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
poisonous,sunken,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,yellow,no,none,free,close,narrow,white,enlarging,bulbous,silky,scaly,white,yellow,white,one,evanescent,white,several,woods
poisonous,sunken,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,paths
edible,flat,smooth,red,bruises,none,free,close,broad,red,enlarging,bulbous,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
poisonous,sunken,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,woods
poisonous,sunken,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,leaves
edible,knobbed,scaly,red,bruises,none,free,close,broad,red,enlarging,bulbous,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
poisonous,sunken,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,leaves
edible,sunken,smooth,brown,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
edible,flat,smooth,red,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
edible,flat,scaly,red,bruises,none,free,close,broad,red,enlarging,bulbous,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
edible,knobbed,smooth,brown,bruises,none,free,close,broad,red,enlarging,bulbous,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
poisonous,sunken,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,paths
poisonous,sunken,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,woods
edible,flat,scaly,white,no,none,free,close,narrow,white,enlarging,bulbous,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
edible,sunken,scaly,white,no,none,free,close,narrow,chocolate,enlarging,bulbous,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods
poisonous,sunken,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,paths
edible,sunken,scaly,purple,no,none,free,close,narrow,white,enlarging,bulbous,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
edible,flat,scaly,green,no,none,free,close,narrow,purple,enlarging,bulbous,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
edible,knobbed,smooth,brown,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
poisonous,sunken,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,woods
poisonous,sunken,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,woods
edible,sunken,scaly,red,bruises,none,free,close,broad,red,enlarging,bulbous,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
edible,knobbed,smooth,buff,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
poisonous,sunken,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,leaves
edible,sunken,smooth,red,bruises,none,free,close,broad,red,enlarging,bulbous,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
edible,flat,smooth,brown,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
poisonous,sunken,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,paths
edible,flat,scaly,buff,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
poisonous,sunken,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,woods
edible,sunken,scaly,pink,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
edible,sunken,scaly,purple,no,none,free,close,narrow,purple,enlarging,bulbous,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods
poisonous,sunken,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,leaves
edible,knobbed,scaly,brown,bruises,none,free,close,broad,red,enlarging,bulbous,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
poisonous,sunken,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,woods
edible,sunken,scaly,buff,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
poisonous,sunken,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,paths
edible,knobbed,scaly,brown,bruises,none,free,close,broad,red,enlarging,bulbous,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
edible,sunken,smooth,red,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
edible,sunken,scaly,white,no,none,free,close,narrow,pink,enlarging,bulbous,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
edible,flat,smooth,red,bruises,none,free,close,broad,red,enlarging,bulbous,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
poisonous,sunken,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,leaves
edible,sunken,smooth,buff,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
edible,sunken,smooth,pink,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
edible,knobbed,scaly,brown,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
edible,sunken,scaly,pink,bruises,none,free,close,broad,red,enlarging,bulbous,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
edible,flat,scaly,buff,bruises,none,free,close,broad,red,enlarging,bulbous,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
edible,sunken,smooth,red,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
poisonous,sunken,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
edible,sunken,scaly,brown,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
poisonous,sunken,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,paths
poisonous,sunken,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,paths
poisonous,bell,scaly,yellow,no,none,free,close,narrow,white,enlarging,bulbous,silky,scaly,white,brown,white,one,evanescent,white,several,woods
edible,flat,scaly,pink,bruises,none,free,close,broad,red,enlarging,bulbous,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
edible,knobbed,smooth,pink,bruises,none,free,close,broad,red,enlarging,bulbous,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
edible,flat,scaly,brown,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
edible,flat,scaly,white,no,none,free,close,narrow,pink,enlarging,bulbous,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods
edible,knobbed,smooth,red,bruises,none,free,close,broad,red,enlarging,bulbous,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
poisonous,bell,fibrous,brown,no,none,free,close,narrow,white,enlarging,bulbous,silky,scaly,white,brown,white,one,evanescent,white,several,woods
poisonous,sunken,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,paths
poisonous,sunken,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,woods
edible,sunken,scaly,brown,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
poisonous,knobbed,fibrous,brown,no,none,free,close,narrow,white,enlarging,bulbous,silky,scaly,white,yellow,white,one,evanescent,white,several,woods
poisonous,sunken,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,paths
edible,sunken,scaly,green,no,none,free,close,narrow,purple,enlarging,bulbous,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods
poisonous,sunken,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,paths
poisonous,sunken,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,leaves
edible,knobbed,smooth,red,bruises,none,free,close,broad,red,enlarging,bulbous,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
edible,flat,scaly,white,no,none,free,close,narrow,white,enlarging,bulbous,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods
poisonous,sunken,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,woods
poisonous,sunken,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,woods
poisonous,sunken,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,woods
edible,knobbed,scaly,buff,bruises,none,free,close,broad,red,enlarging,bulbous,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
edible,sunken,scaly,white,no,none,free,close,narrow,pink,enlarging,bulbous,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods
poisonous,sunken,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,woods
poisonous,sunken,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
poisonous,sunken,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,woods
poisonous,sunken,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,paths
poisonous,sunken,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,paths
poisonous,sunken,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,woods
poisonous,sunken,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,paths
poisonous,sunken,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,paths
poisonous,sunken,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,paths
poisonous,sunken,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,leaves
edible,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,bulbous,smooth,smooth,orange,orange,brown,one,pendant,brown,clustered,leaves
poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,woods
edible,sunken,smooth,brown,no,none,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange,brown,one,pendant,brown,several,leaves
poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,leaves
poisonous,sunken,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,woods
poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,woods
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods
poisonous,sunken,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,woods
poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,woods
poisonous,sunken,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,paths
poisonous,sunken,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,paths
poisonous,sunken,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,woods
poisonous,sunken,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,paths
poisonous,sunken,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,white,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,white,one,evanescent,white,several,woods
poisonous,sunken,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,paths
poisonous,sunken,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,white,one,evanescent,white,several,leaves
poisonous,sunken,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,white,one,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,equal,smooth,smooth,white,white,white,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,leaves
poisonous,sunken,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,white,one,evanescent,white,several,leaves
poisonous,sunken,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,white,one,evanescent,white,several,paths
